Student_ID,Age,Country,Avg_Daily_Usage_Hours,Sleep_Hours_Per_Night,Conflicts_Over_Social_Media,Academic_Level_Graduate,Academic_Level_High_School,Academic_Level_Undergraduate,Most_Used_Platform_Facebook,Most_Used_Platform_Instagram,Most_Used_Platform_KakaoTalk,Most_Used_Platform_LINE,Most_Used_Platform_LinkedIn,Most_Used_Platform_Snapchat,Most_Used_Platform_TikTok,Most_Used_Platform_Twitter,Most_Used_Platform_VKontakte,Most_Used_Platform_WeChat,Most_Used_Platform_WhatsApp,Most_Used_Platform_YouTube,Relationship_Status_Complicated,Relationship_Status_In_Relationship,Relationship_Status_Single,Gender_Female,Gender_Male,Mental_Health_Score,Addicted_Score,Affects_Academic_Performance
627,23,Turkey,6.7,6.1,4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,5,7,False
628,20,USA,5.5,6.8,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,6,6,False
629,22,Mexico,6.4,6.2,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,5,7,False
630,19,France,4.7,7.2,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,6,False
631,24,Canada,5.6,6.7,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,6,False
632,21,UK,6.2,6.3,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,5,7,False
633,23,Italy,4.8,7.1,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,7,6,False
634,20,Russia,6.9,5.9,5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,7,True
635,22,China,5.7,6.7,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,6,6,False
636,19,Japan,4.4,7.4,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,7,6,False
637,24,Poland,6.1,6.4,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,5,7,False
638,21,Finland,4.3,7.5,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,6,False
639,23,Spain,6.4,6.2,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,5,7,False
640,20,Denmark,4.5,7.3,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,7,6,False
641,22,Ireland,5.9,6.5,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,6,False
642,19,India,7.2,5.7,5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,2,10,True
643,24,Switzerland,4.6,7.2,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,6,False
644,21,Turkey,6.8,6.0,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,5,7,False
645,23,USA,5.3,6.8,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,6,6,False
646,22,Mexico,6.3,6.2,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,5,7,False
647,20,France,4.8,7.1,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,6,False
648,23,Canada,5.7,6.6,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,6,6,False
649,21,UK,6.2,6.3,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,5,7,False
650,24,Italy,4.7,7.2,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,6,False
651,19,Russia,6.8,5.9,5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2,7,True
652,22,China,5.6,6.7,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,6,6,False
653,20,Japan,4.3,7.5,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,7,6,False
654,23,Poland,6.2,6.3,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,5,7,False
655,21,Finland,4.4,7.4,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,6,False
656,24,Spain,6.5,6.1,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,5,7,False
657,19,Denmark,4.6,7.3,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,7,6,False
658,22,Ireland,5.8,6.6,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
659,20,India,7.1,5.8,5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,2,10,True
660,23,Switzerland,4.5,7.3,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,6,False
661,21,Turkey,6.7,6.0,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,5,7,False
662,24,USA,5.4,6.8,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,6,6,False
663,19,Mexico,6.4,6.2,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,5,7,False
664,22,France,4.7,7.2,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,6,False
665,20,Canada,5.6,6.7,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,6,False
666,23,UK,6.3,6.2,4,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,5,7,False
667,21,Italy,4.8,7.1,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,7,6,False
668,24,Russia,6.9,5.9,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,7,True
669,19,China,5.7,6.7,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,6,6,False
670,22,Japan,4.4,7.4,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,7,6,False
671,20,Poland,6.1,6.4,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,5,7,False
672,23,Finland,4.3,7.5,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,6,False
673,21,Spain,6.4,6.2,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,5,7,False
674,24,Denmark,4.5,7.3,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,7,6,False
675,19,Ireland,5.9,6.5,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,6,False
676,22,India,7.2,5.7,5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,10,True
677,20,Switzerland,4.6,7.2,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,7,6,False
678,23,Turkey,6.8,6.0,4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,5,7,False
679,21,USA,5.3,6.8,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,6,6,False
680,24,Mexico,6.2,6.3,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,5,7,False
681,19,France,4.7,7.2,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,6,False
682,22,Canada,5.8,6.6,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,6,6,False
683,20,UK,6.1,6.4,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,5,7,False
684,23,Italy,4.8,7.1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,6,False
685,21,Russia,6.7,6.0,5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,5,7,False
686,24,China,5.5,6.8,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,6,6,False
687,19,Japan,4.2,7.5,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,7,6,False
688,22,Poland,6.3,6.2,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,5,7,False
689,20,Finland,4.4,7.4,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,6,False
690,23,Spain,6.5,6.1,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,5,7,False
691,21,Denmark,4.6,7.3,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,7,6,False
692,24,Ireland,5.9,6.5,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
693,19,India,7.0,5.8,5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,2,10,True
694,22,Switzerland,4.5,7.3,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,6,False
695,20,Turkey,6.6,6.1,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,5,7,False
696,23,USA,5.5,6.7,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,6,6,False
697,21,Mexico,6.3,6.2,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,5,7,False
698,24,France,4.8,7.1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,6,False
699,19,Canada,5.7,6.6,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,6,False
700,22,UK,6.2,6.3,4,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,5,7,False
701,20,Italy,4.7,7.2,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,7,6,False
702,23,Russia,6.8,5.9,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,7,True
703,21,China,5.6,6.7,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,6,6,False
704,24,Japan,4.3,7.5,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,7,6,False
705,19,Poland,6.2,6.3,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,5,7,False
